Student Name,Student ID,Faculty,Year of Intake,Expected Year of Graduation,Gender,Major Courses,Sponsorship Status,Nationality,Units to Complete Degree,Level of Education, Classes Attended,Classes to Graduate
Emily Doe,78229126,School of Humanities & Social Sciences,2024,2028,Female,International Relations,Sponsored,Ugandan,122,Undergraduate,36,41
Jane Jones,11515586,School of Science & Technology,2022,2024,Male,Mathematics,Sponsored,American,47,Masters,34,12
Emily Smith,17603618,"School of Graduate Studies, Research & Extension",2025,2028,Other,Advanced Statistics,Self-sponsored,Tanzanian,147,Undergraduate,45,42
Jane Doe,69425877,"School of Graduate Studies, Research & Extension",2022,2023,Female,Research Methodology,Self-sponsored,Australian,47,Masters,43,14
David Brown,78199623,"School of Communication, Cinematic & Creative Arts",2022,2025,Female,Film Production,Sponsored,French,48,PhD,29,15
Peter Wilson,72874506,School of Humanities & Social Sciences,2025,2029,Male,Sociology,Self-sponsored,Chinese,77,PhD,11,13
Michael Miller,42050482,School of Humanities & Social Sciences,2024,2028,Female,Psychology,Sponsored,Rwandan,154,Undergraduate,39,41
Jane Smith,47704616,"School of Graduate Studies, Research & Extension",2024,2028,Other,Advanced Statistics,Self-sponsored,Rwandan,72,PhD,47,12
John Jones,14572970,School of Pharmacy & Health Sciences,2023,2025,Male,Public Health,Self-sponsored,Tanzanian,44,Masters,26,12
Peter Davis,84167680,School of Science & Technology,2022,2026,Male,Biotechnology,Self-sponsored,Chinese,123,Undergraduate,31,43
John Doe,12063405,School of Science & Technology,2023,2027,Other,Computer Science,Self-sponsored,German,151,Undergraduate,44,43
Michael Williams,79256761,"School of Graduate Studies, Research & Extension",2025,2029,Other,Research Methodology,Sponsored,Australian,85,PhD,37,12
Jane Brown,61227568,School of Humanities & Social Sciences,2023,2024,Female,Sociology,Self-sponsored,Mexican,32,Masters,41,14
Sarah Jones,36343864,School of Science & Technology,2022,2025,Female,Mathematics,Self-sponsored,American,159,Undergraduate,24,42
Jane Wilson,55299966,"School of Communication, Cinematic & Creative Arts",2024,2026,Male,Film Production,Self-sponsored,Kenyan,42,Masters,26,16
Mary Smith,57054122,"School of Communication, Cinematic & Creative Arts",2023,2026,Other,Film Production,Self-sponsored,Nigerian,124,Undergraduate,28,42
Jane Miller,83711044,Chandaria School of Business,2025,2026,Other,Finance,Self-sponsored,Kenyan,39,Masters,41,15
Emily Miller,27885793,School of Science & Technology,2024,2026,Other,Mathematics,Sponsored,Chinese,52,Masters,41,14
John Miller,33085138,Chandaria School of Business,2023,2027,Male,Finance,Self-sponsored,Ugandan,50,PhD,31,14
Sarah Brown,27504986,"School of Communication, Cinematic & Creative Arts",2023,2028,Other,Graphic Design,Sponsored,Kenyan,60,PhD,10,14
Michael Smith,22329925,School of Pharmacy & Health Sciences,2022,2026,Other,Nursing,Sponsored,Indian,125,Undergraduate,12,44
Michael Williams,27526195,"School of Communication, Cinematic & Creative Arts",2025,2029,Female,Film Production,Sponsored,Tanzanian,159,Undergraduate,31,42
Peter Smith,68691578,Chandaria School of Business,2025,2027,Male,Human Resource Management,Self-sponsored,Rwandan,44,Masters,40,13
Emily Brown,71336262,"School of Graduate Studies, Research & Extension",2025,2026,Female,Thesis Writing,Sponsored,Tanzanian,53,Masters,15,14
Emily Jones,46439176,"School of Graduate Studies, Research & Extension",2023,2026,Other,Thesis Writing,Sponsored,Nigerian,140,Undergraduate,44,40
Michael Jones,16832154,"School of Communication, Cinematic & Creative Arts",2025,2028,Other,Film Production,Sponsored,Indian,47,PhD,37,15
John Brown,36514751,School of Pharmacy & Health Sciences,2024,2028,Male,Pharmacology,Sponsored,Mexican,120,Undergraduate,34,41
Mary Wilson,88042492,School of Pharmacy & Health Sciences,2025,2028,Other,Public Health,Sponsored,Ugandan,151,Undergraduate,48,43
Jane Brown,20209609,School of Humanities & Social Sciences,2023,2026,Female,Sociology,Sponsored,American,62,PhD,22,14
Peter Brown,82904880,School of Pharmacy & Health Sciences,2024,2026,Other,Nursing,Self-sponsored,Canadian,56,Masters,38,13
Michael Jones,23078493,School of Science & Technology,2022,2023,Female,Computer Science,Self-sponsored,Rwandan,37,Masters,10,16
Mary Smith,53550777,School of Science & Technology,2022,2025,Male,Mathematics,Sponsored,Kenyan,142,Undergraduate,48,43
Mary Smith,60193848,"School of Communication, Cinematic & Creative Arts",2023,2024,Female,Graphic Design,Self-sponsored,Brazilian,46,Masters,50,12
Peter Miller,23602776,Chandaria School of Business,2023,2026,Other,Marketing,Self-sponsored,Kenyan,138,Undergraduate,29,44
John Davis,25090882,"School of Graduate Studies, Research & Extension",2025,2028,Female,Research Methodology,Sponsored,Brazilian,134,Undergraduate,45,40
David Davis,80805193,School of Pharmacy & Health Sciences,2022,2025,Other,Nursing,Self-sponsored,American,147,Undergraduate,12,40
David Jones,31216953,"School of Communication, Cinematic & Creative Arts",2025,2030,Female,Journalism,Self-sponsored,Canadian,56,PhD,42,14
John Wilson,70952266,"School of Graduate Studies, Research & Extension",2024,2029,Other,Thesis Writing,Sponsored,American,54,PhD,41,14
Peter Jones,90663824,School of Humanities & Social Sciences,2025,2028,Female,Psychology,Self-sponsored,Tanzanian,129,Undergraduate,11,41
Mary Doe,79900398,School of Science & Technology,2025,2028,Other,Computer Science,Self-sponsored,Kenyan,140,Undergraduate,18,40
Emily Doe,89169749,School of Humanities & Social Sciences,2022,2025,Female,International Relations,Self-sponsored,Canadian,153,Undergraduate,34,44
Michael Brown,65220151,School of Humanities & Social Sciences,2024,2025,Male,Psychology,Self-sponsored,Brazilian,56,Masters,50,16
Sarah Miller,19831880,School of Science & Technology,2022,2025,Male,Biotechnology,Self-sponsored,Indian,142,Undergraduate,40,41
Jane Miller,80156793,"School of Graduate Studies, Research & Extension",2022,2024,Other,Research Methodology,Self-sponsored,Chinese,45,Masters,13,13
David Jones,65008832,School of Science & Technology,2025,2030,Female,Mathematics,Sponsored,Rwandan,45,PhD,33,14
Peter Miller,82373350,School of Humanities & Social Sciences,2025,2030,Other,International Relations,Self-sponsored,Kenyan,54,PhD,31,13
John Smith,19213135,School of Humanities & Social Sciences,2024,2025,Other,Sociology,Sponsored,British,38,Masters,46,13
David Davis,71715485,"School of Communication, Cinematic & Creative Arts",2025,2029,Female,Film Production,Self-sponsored,Rwandan,79,PhD,37,16
John Miller,69447117,Chandaria School of Business,2025,2028,Male,Marketing,Sponsored,Australian,142,Undergraduate,22,40
David Smith,70548534,"School of Graduate Studies, Research & Extension",2023,2026,Male,Research Methodology,Self-sponsored,Brazilian,83,PhD,17,12
John Wilson,31956847,"School of Graduate Studies, Research & Extension",2023,2028,Other,Thesis Writing,Self-sponsored,German,71,PhD,12,13
Michael Doe,39165118,"School of Communication, Cinematic & Creative Arts",2024,2026,Other,Film Production,Sponsored,Brazilian,42,Masters,14,16
John Jones,33499277,School of Science & Technology,2025,2029,Female,Mathematics,Self-sponsored,Tanzanian,52,PhD,38,12
Sarah Jones,19461396,School of Humanities & Social Sciences,2022,2026,Female,Psychology,Self-sponsored,South African,53,PhD,48,16
David Wilson,13616499,Chandaria School of Business,2024,2028,Male,Finance,Self-sponsored,Mexican,125,Undergraduate,16,40
David Jones,34377081,Chandaria School of Business,2025,2028,Female,Marketing,Sponsored,Indian,75,PhD,33,14
Jane Doe,98634559,"School of Communication, Cinematic & Creative Arts",2024,2027,Other,Journalism,Self-sponsored,Australian,58,PhD,35,16
Jane Doe,73199543,School of Science & Technology,2022,2025,Male,Computer Science,Sponsored,German,144,Undergraduate,19,41
John Williams,47445641,School of Pharmacy & Health Sciences,2023,2027,Female,Pharmacology,Sponsored,Kenyan,55,PhD,28,15
Peter Williams,87057833,"School of Communication, Cinematic & Creative Arts",2023,2027,Male,Film Production,Self-sponsored,Nigerian,49,PhD,20,13
Emily Wilson,71812593,"School of Graduate Studies, Research & Extension",2023,2026,Other,Thesis Writing,Self-sponsored,Mexican,127,Undergraduate,24,44
John Davis,98488159,"School of Graduate Studies, Research & Extension",2025,2029,Other,Thesis Writing,Sponsored,German,80,PhD,11,13
John Wilson,98361007,School of Pharmacy & Health Sciences,2023,2025,Female,Nursing,Self-sponsored,Chinese,51,Masters,42,13
Jane Smith,35998225,"School of Communication, Cinematic & Creative Arts",2022,2026,Male,Journalism,Self-sponsored,Australian,152,Undergraduate,38,42
Sarah Miller,35046936,"School of Graduate Studies, Research & Extension",2025,2030,Male,Research Methodology,Sponsored,Chinese,83,PhD,20,12
Emily Doe,17728975,Chandaria School of Business,2022,2023,Male,Marketing,Self-sponsored,Ugandan,44,Masters,11,16
John Wilson,19260338,Chandaria School of Business,2025,2026,Other,Finance,Self-sponsored,Canadian,32,Masters,30,12
Mary Doe,77202150,"School of Communication, Cinematic & Creative Arts",2025,2027,Female,Graphic Design,Sponsored,Nigerian,53,Masters,13,13
John Miller,87817830,School of Science & Technology,2022,2025,Female,Mathematics,Self-sponsored,British,45,PhD,28,14
Michael Smith,50635419,Chandaria School of Business,2024,2028,Other,Finance,Self-sponsored,Rwandan,120,Undergraduate,16,41
Peter Miller,71951204,Chandaria School of Business,2025,2026,Other,Human Resource Management,Self-sponsored,Chinese,37,Masters,36,13
Jane Brown,26381464,"School of Communication, Cinematic & Creative Arts",2023,2028,Male,Film Production,Sponsored,American,53,PhD,47,12
John Doe,14718560,"School of Communication, Cinematic & Creative Arts",2023,2028,Female,Journalism,Self-sponsored,Chinese,57,PhD,47,14
Mary Jones,13008341,"School of Communication, Cinematic & Creative Arts",2022,2025,Female,Graphic Design,Sponsored,South African,149,Undergraduate,38,43
Michael Miller,38756794,Chandaria School of Business,2022,2025,Female,Human Resource Management,Sponsored,Kenyan,82,PhD,27,13
John Davis,26407113,School of Science & Technology,2023,2026,Male,Mathematics,Sponsored,Indian,78,PhD,14,13
Mary Doe,60992630,School of Humanities & Social Sciences,2022,2023,Male,International Relations,Self-sponsored,Australian,30,Masters,37,15
Michael Miller,31340647,Chandaria School of Business,2023,2027,Male,Human Resource Management,Self-sponsored,Kenyan,131,Undergraduate,20,40
Jane Doe,58207994,School of Humanities & Social Sciences,2022,2025,Other,Psychology,Self-sponsored,South African,126,Undergraduate,23,40
David Jones,49480422,School of Science & Technology,2024,2026,Male,Computer Science,Self-sponsored,Mexican,41,Masters,10,12
Michael Doe,30751473,School of Science & Technology,2022,2026,Male,Computer Science,Self-sponsored,Indian,61,PhD,40,16
David Davis,33232833,School of Science & Technology,2024,2026,Other,Mathematics,Sponsored,German,56,Masters,35,12
Peter Davis,70986209,School of Science & Technology,2023,2026,Female,Computer Science,Self-sponsored,Brazilian,156,Undergraduate,45,44
Sarah Smith,42361068,School of Science & Technology,2025,2030,Male,Mathematics,Self-sponsored,British,65,PhD,21,12
David Miller,12819882,School of Science & Technology,2022,2027,Male,Biotechnology,Sponsored,Chinese,72,PhD,15,12
Mary Doe,79973641,Chandaria School of Business,2024,2027,Female,Finance,Sponsored,Chinese,132,Undergraduate,40,42
John Brown,34331267,School of Science & Technology,2022,2025,Other,Computer Science,Sponsored,Tanzanian,128,Undergraduate,35,40
John Smith,62996231,School of Humanities & Social Sciences,2024,2029,Other,Sociology,Sponsored,South African,58,PhD,29,14
Michael Doe,84799212,Chandaria School of Business,2025,2029,Male,Marketing,Sponsored,Indian,127,Undergraduate,22,44
Michael Brown,78462599,School of Pharmacy & Health Sciences,2022,2026,Female,Public Health,Sponsored,Indian,122,Undergraduate,38,44
Sarah Doe,24161016,School of Humanities & Social Sciences,2022,2024,Male,International Relations,Sponsored,Chinese,34,Masters,21,13
Sarah Williams,98354664,"School of Graduate Studies, Research & Extension",2024,2028,Female,Research Methodology,Self-sponsored,South African,149,Undergraduate,31,42
Sarah Brown,11048622,"School of Graduate Studies, Research & Extension",2022,2026,Female,Advanced Statistics,Self-sponsored,South African,139,Undergraduate,48,40
David Davis,50594838,Chandaria School of Business,2024,2028,Other,Finance,Self-sponsored,Mexican,90,PhD,32,15
Emily Brown,60407013,Chandaria School of Business,2025,2028,Other,Human Resource Management,Self-sponsored,Rwandan,63,PhD,26,12
Emily Miller,23712276,School of Science & Technology,2024,2025,Female,Mathematics,Self-sponsored,Nigerian,53,Masters,30,13
Emily Smith,74491983,School of Science & Technology,2023,2027,Other,Biotechnology,Sponsored,Rwandan,45,PhD,44,14
Michael Brown,84711197,School of Science & Technology,2025,2028,Female,Biotechnology,Self-sponsored,Indian,88,PhD,15,15
Peter Williams,27215118,Chandaria School of Business,2025,2029,Other,Marketing,Sponsored,Australian,120,Undergraduate,28,40
John Brown,38276513,Chandaria School of Business,2022,2025,Other,Human Resource Management,Self-sponsored,Chinese,137,Undergraduate,17,41
Michael Brown,39559427,School of Pharmacy & Health Sciences,2023,2026,Other,Nursing,Self-sponsored,Tanzanian,154,Undergraduate,41,42
Mary Williams,11667560,School of Pharmacy & Health Sciences,2023,2028,Other,Nursing,Self-sponsored,Brazilian,73,PhD,11,14
Sarah Brown,44807622,"School of Communication, Cinematic & Creative Arts",2023,2025,Female,Film Production,Sponsored,Brazilian,41,Masters,41,15
Sarah Miller,43985922,Chandaria School of Business,2025,2030,Male,Finance,Sponsored,Australian,86,PhD,32,12
Mary Williams,32731438,"School of Communication, Cinematic & Creative Arts",2024,2025,Female,Graphic Design,Self-sponsored,Chinese,34,Masters,18,12
David Doe,44317407,School of Humanities & Social Sciences,2025,2026,Female,Psychology,Self-sponsored,Canadian,55,Masters,32,13
Peter Brown,29919174,School of Science & Technology,2022,2025,Male,Biotechnology,Sponsored,German,126,Undergraduate,46,43
David Miller,32528675,"School of Communication, Cinematic & Creative Arts",2025,2026,Other,Film Production,Self-sponsored,American,50,Masters,30,12
Michael Wilson,65333063,School of Humanities & Social Sciences,2024,2027,Female,Psychology,Self-sponsored,American,148,Undergraduate,23,41
David Wilson,80878929,School of Science & Technology,2022,2024,Male,Computer Science,Self-sponsored,Rwandan,41,Masters,27,15
Jane Miller,58012150,School of Humanities & Social Sciences,2023,2024,Female,International Relations,Self-sponsored,American,43,Masters,13,13
John Williams,27077872,School of Science & Technology,2024,2027,Male,Biotechnology,Sponsored,Australian,73,PhD,33,13
Emily Miller,95860473,School of Science & Technology,2022,2026,Male,Biotechnology,Sponsored,French,135,Undergraduate,13,44
Jane Brown,33732559,School of Pharmacy & Health Sciences,2023,2027,Male,Public Health,Self-sponsored,French,62,PhD,16,14
David Jones,36162005,"School of Graduate Studies, Research & Extension",2022,2024,Female,Research Methodology,Self-sponsored,South African,51,Masters,35,14
John Davis,96047027,School of Science & Technology,2024,2026,Male,Biotechnology,Sponsored,British,33,Masters,41,15
